Le9WCUvzVDQ,Космические фуллерены — Дмитрий Вибе / ПостНаука,"ПостНаука,postnauka,лекция,наука,дмитрий вибе,дмитрий вибе лекции,астрономия,лекции по астрономии,космом,межзвездные объекты,эволюция органики,Космические фуллерены,бакминстерфуллерен,Гарольд крото,нобелевская премия,химия,спектральный анализ","Астроном Дмитрий Вибе о углероде, межзвездном пространстве и спектральном анализе

Читать расшифровку лекции здесь: https://postnauka.ru/video/155171 Заведите личный кабинет на ПостНауке, чтобы сохранять избранные курсы, видеть историю пройденных вами материалов и получать персональные рекомендации — https://postnauka.ru/link/profile

Эволюция органического вещества, финальным эпизодом которой являемся мы сами, началась не на Земле и не в протосолнечной системе, она началась и продолжается в среднем межзвездном пространстве, в молекулярных облаках, в околозвездных оболочках. Изначально считалось, что в межзвездной среде присутствуют только простые двух-, трехатомные молекулы. Первые открытия подтверждали этот факт, но с течением времени стало известно, что в космосе присутствуют и более сложные соединения, большая часть которых является органическими — соединениями углерода.

Рождение звезд: https://postnauka.ru/video/16170
Межзвездные объекты: https://postnauka.ru/video/154946

Дмитрий Вибе (https://postnauka.ru/author/wiebe) — доктор физико-математических наук, заведующий отделом физики и эволюции звезд Института астрономии РАН

Поддержать ПостНауку — https://postnauka.ru/donate/

Больше лекций, интервью и статей о фундаментальной науке и ученых, которые ее создают, смотрите на сайте http://postnauka.ru/. ПостНаука — все, что вы хотели знать о науке, но не знали, у кого спросить.

Следите за нами в социальных сетях:
VK: https://vk.com/postnauka
FB: https://www.facebook.com/postnauka/
Twitter: https://twitter.com/postnauka
Одноклассники: https://ok.ru/postnauka
Telegram: https://tx.me/postnauka",8445,669,9
ADwzetkl75U,С чего начинается старение — Вадим Гладышев / ПостНаука,"ПостНаука,postnauka,лекция,наука,С чего начинается старение,вадим гладышев,вадим гладышев лекции,гладышев,гладышев лекции,старение,как найти начало старения,что такое старение,смертность,как изучать смертность,ранняя смертность,вероятность смертности,когда начинается старость","Биолог Вадим Гладышев о вероятности смертности, ранней смертности и важности процесса деления организмов

Читать расшифровку лекции здесь: https://postnauka.ru/video/155178 Заведите личный кабинет на ПостНауке, чтобы сохранять избранные курсы, видеть историю пройденных вами материалов и получать персональные рекомендации — https://postnauka.ru/link/profile

Нам точно известно, что старение кончается, когда организм умирает, но вопрос о начале старения выглядит сложнее. Когда я спрашиваю аудиторию на конференциях о начале старения, то вне зависимости от того, эксперты это в области старения или обычные люди, все ответы делятся на шесть разных категорий. Кто-то говорит, что старение начинается в период оплодотворения — минус 0,75 года. Другие говорят, что в момент рождения — 0 лет. Третьи говорят, что в период самой низкой смертности у человека — это возраст порядка девяти лет. Кто-то говорит, что старение начинается со времени пубертата — 12–13 лет. Еще одна группа людей говорит, что старение начинается, когда кончается развитие — приблизительно в 20 лет. И оставшаяся группа считает, что старение начинается, когда становятся заметны визуальные черты, связанные со старостью: морщины, алопеция («лысость») и другие. Но на самом деле даже внутри научного сообщества нет одной доминантной идеи. 

Что такое старение: https://postnauka.ru/video/155226
Возрастзависимые заболевания: https://postnauka.ru/video/154860

Вадим Гладышев (https://postnauka.ru/author/gladishev_v) — профессор, Медицинская школа Гарварда

Поддержать ПостНауку — https://postnauka.ru/donate/

Больше лекций, интервью и статей о фундаментальной науке и ученых, которые ее создают, смотрите на сайте http://postnauka.ru/. ПостНаука — все, что вы хотели знать о науке, но не знали, у кого спросить.

Следите за нами в социальных сетях:
VK: https://vk.com/postnauka
FB: https://www.facebook.com/postnauka/
Twitter: https://twitter.com/postnauka
Одноклассники: https://ok.ru/postnauka
Telegram: https://tx.me/postnauka",78389,3411,129
cLT69TraUFQ,Социальные стереотипы — Ольга Гулевич / ПостНаука,"ПостНаука,postnauka,лекция,наука,ольга гулевич,ольга гулевич лекции,гулевич лекции,гулевич,Социальные стереотипы,стереотипы,гендерные стереотипы,что такое стереотипы,расовые стереотипы,расизм,сексизм,эффект стереотипной угрозы,как рождаются стереотипы,стереотипное мышление,лекции по социологии,социология,лекции по психологии,психология,психология общества","Психолог Ольга Гулевич об эффекте стереотипной угрозы, гендерных и расовых стереотипах

Читать расшифровку лекции здесь: https://postnauka.ru/video/155174 Заведите личный кабинет на ПостНауке, чтобы сохранять избранные курсы, видеть историю пройденных вами материалов и получать персональные рекомендации — https://postnauka.ru/link/profile

Стереотипы — универсальное явление для разных стран и обществ. Они могут формироваться по отношению к разным группам, но во всех странах есть стереотипы о мужчинах и женщинах (гендерные стереотипы), стереотипные представления о людях разного возраста, чаще всего пожилых и молодых (возрастные стереотипы). Еще два универсальных типа стереотипов — это этнические и расовые стереотипы — представления о членах этнических и расовых групп.

Возрастные стереотипы: https://postnauka.ru/video/154702
Институциональное доверие: https://postnauka.ru/video/155134

Ольга Гулевич (https://postnauka.ru/author/gulevich) — доктор психологических наук, доцент департамента психологии НИУ ВШЭ

Поддержать ПостНауку — https://postnauka.ru/donate/

Больше лекций, интервью и статей о фундаментальной науке и ученых, которые ее создают, смотрите на сайте http://postnauka.ru/. ПостНаука — все, что вы хотели знать о науке, но не знали, у кого спросить.

Следите за нами в социальных сетях:
VK: https://vk.com/postnauka
FB: https://www.facebook.com/postnauka/
Twitter: https://twitter.com/postnauka
Одноклассники: https://ok.ru/postnauka
Telegram: https://tx.me/postnauka",26411,1851,70
_fFu3Q7AL5Q,Язык как философская проблема — Диана Гаспарян / ПостНаука,"ПостНаука,postnauka,лекция,наука,диана гаспарян,диана гаспарян лекции,Язык как философская проблема,язык,гаспарян,лекции по философии,лекции философия,для чего нам нужен язык,витгенштейн,кант,философия,канта,Трансцендентализм,что такое трансцендентализм,что такое транцендентальность,языковая проблема в философии,языкознание","Философ Диана Гаспарян о философской проблеме языка, Людвиге Витгенштейне и трансцендентальном понимании языка

Читать расшифровку на сайте: https://postnauka.ru/video/155088

Диана Гаспарян (https://postnauka.ru/author/gasparyan) — кандидат философских наук, PhD, доцент Школы философии НИУ ВШЭ, старший научный сотрудник научно-учебной лаборатории трансцендентальной философии ЦФИ НИУ ВШЭ

Долгое время язык не был проблемой философии. Философия оставалась индифферентной и равнодушной к языку и не замечала его в качестве проблемы. Первым периодом, когда язык стал интересен, было раннее Средневековье. В процессе толкования священных текстов — в эпоху ранней герменевтики и экзегезы — стали замечать, что язык не является чем-то нейтральным и прозрачным. Язык представляет собой трудность, которая заслоняет смыслы от того, кто к этим смыслам пробирается. Даже в этом контексте философы не занимались языком как объектом философствования.

Тест о немецкой философии: https://postnauka.ru/tests/94966
Классическая немецкая философия: https://postnauka.ru/faq/30637

Поддержать ПостНауку — https://postnauka.ru/donate/

Больше лекций, интервью и статей о фундаментальной науке и ученых, которые ее создают, смотрите на сайте http://postnauka.ru/. ПостНаука — все, что вы хотели знать о науке, но не знали, у кого спросить.

Следите за нами в социальных сетях:
VK: https://vk.com/postnauka
FB: https://www.facebook.com/postnauka/
Twitter: https://twitter.com/postnauka
Одноклассники: https://ok.ru/postnauka
Telegram: https://t.me/postnauka",16342,1067,32
Sa-l76EUn74,Пробиотики и пребиотики — Дмитрий Алексеев / ПостНаука,"ПостНаука,postnauka,лекция,наука,дмитрий алексеев,дмитрий алексеев лекции,алексеев лекции,алексеев,сколько овощей нужно есть в день,правильное питание,как восстанавливаться после антибиотиков,антибиотики,пребиотики,пробиотики,что такое пребиотики,что такое пробиотики,сахар,вред от сахара,пищевые волокна,что такое пищевые волокна,сколько нужно есть овощей и фруктов в день","Биолог Дмитрий Алексеев о бактериях, пищевых волокнах и сахаре

Читать расшифровку лекции здесь: https://postnauka.ru/video/155139 Заведите личный кабинет на ПостНауке, чтобы сохранять избранные курсы, видеть историю пройденных вами материалов и получать персональные рекомендации — https://postnauka.ru/link/profile

Когда говорят о правильном питании, восстановлении микробиоты или человека после антибиотиков, то самым частым решением являются пробиотики и пребиотики. Пробиотики — бактерии, применение которых помогает нашему телу. Пребиотики — полисахариды, то есть пищевые волокна, которыми питаются микроорганизмы внутри нашего тела для укрепления. Биолог Дмитрий Алексеев рассказывает об этом и не только.

Микробиота кишечника: https://postnauka.ru/video/154868
Микрофлора кишечника: https://postnauka.ru/faq/33908

Дмитрий Алексеев (https://postnauka.ru/author/alekseev_d) — доцент института старения г. Гронинген, кандидат биологических наук

Поддержать ПостНауку — https://postnauka.ru/donate/

Больше лекций, интервью и статей о фундаментальной науке и ученых, которые ее создают, смотрите на сайте http://postnauka.ru/. ПостНаука — все, что вы хотели знать о науке, но не знали, у кого спросить.

Следите за нами в социальных сетях:
VK: https://vk.com/postnauka
FB: https://www.facebook.com/postnauka/
Twitter: https://twitter.com/postnauka
Одноклассники: https://ok.ru/postnauka
Telegram: https://t.me/postnauka",103234,6840,105
xgWF_CK-WJk,Билингвизм и творчество — Анатолий Хархурин / ПостНаука,"ПостНаука,postnauka,лекция,наука,анатолий хархурин,анатолий хархурин лекции,лекции по психологии,лекции психология,лекция языкознание,билингвизм,что такое билингвизм,мультилингвизм,мультилингвисты,что такое мультилингвизм,когнитивные функции,лекции по когнитивной психологии,девергентное мышление,конвергентное мышление,протоязык,что такое протоязык","Психолог Анатолий Хархурин о мультилингвах, протоязыке и дивергентном мышлении

Читать расшифровку на сайте: https://postnauka.ru/video/154989

Анатолий Хархурин (https://postnauka.ru/author/harhurin) — PhD, доктор психологии, проф. факультета социальных наук НИУ ВШЭ, проф. Американского университета Шарджи, заведующий лабораторией Двуязычия и творческих способностей, стипендиат Fulbright и National Science Foundation (США), а также Deutsche Forschungsgemeinschaft (Германия)

Изучение феномена мультилингвизма стало актуальным в современном мире. Если посмотреть на страны Евросоюза или Америку, мультилингвизм становится популярнее не только среди ученых, но и среди политиков. Для общественного мнения этот феномен тоже становится интереснее. Это связано с тем, что европейские страны и Америка принимают все больше мигрантов. Для Америки это исторически актуально: мигранты приезжали туда на протяжении последних 150 лет, а Европа столкнулась с этим явлением недавно. Мигранты привозят с собой не только свои языки, но и культуру. Для коренных жителей возникает проблема взаимодействия. Они могут обучать мигрантов своему языку и культуре, как это делали в Америке, или, наоборот, поддерживать их родной язык и изучение других иностранных языков наравне с родным языком страны. Стратегию действий в таких ситуациях часто определяют политики, поэтому феномен мультилингвизма важен для них.

Лексический протоязык: https://postnauka.ru/video/154989
Билингвизм: https://postnauka.ru/faq/67660

Поддержать ПостНауку — https://postnauka.ru/donate/

Больше лекций, интервью и статей о фундаментальной науке и ученых, которые ее создают, смотрите на сайте http://postnauka.ru/. ПостНаука — все, что вы хотели знать о науке, но не знали, у кого спросить.

Следите за нами в социальных сетях:
VK: https://vk.com/postnauka
FB: https://www.facebook.com/postnauka/
Twitter: https://twitter.com/postnauka
Одноклассники: https://ok.ru/postnauka
Telegram: https://t.me/postnauka",39528,2263,102
Gorcy-pxOOw,Постструктурализм — Диана Гаспарян / ПостНаука,"ПостНаука,postnauka,лекция,наука,диана гаспарян,диана гаспарян лекции,лекции по философии,философия,структурализм,что такое структурализм,постструктурализм,что такое постструктурализм,жак деррида,гаспарян,гаспарян лекции,гаспарян постнаука,что общего у разных дискурсов,философия науки,философские направления,разница между структурализмом и постструктурализмом","Философ Диана Гаспарян о неклассической науке, проблеме структурализма и главных идеях постструктурализма

Читать расшифровку лекции здесь: https://postnauka.ru/video/155086. Заведите личный кабинет на ПостНауке, чтобы сохранять избранные курсы, видеть историю пройденных вами материалов и получать персональные рекомендации — https://postnauka.ru/link/profile

Постструктурализм, как и структурализм, не является единым направлением, подходом или теорией, но представляет собрание определенных стратегий, которые имеют общие черты и свойства. Постструктурализм приходит на смену структурализму. Новое направление вдохновляется критикой в отношении структурализма, но одновременно соотносит себя с ним, считая структурализм своей предтечей. Расцвет постструктурализма приходится на 1970–1980-е годы. Новое направление является порождением континентальной и европейской философии. Если говорить про географическую приписку, то большая часть интеллектуалов, относящих себя к направлению постструктурализма, являются французами. 

Структурализм: https://postnauka.ru/video/155085
Язык как философская проблема: https://postnauka.ru/video/155088

Диана Гаспарян (https://postnauka.ru/author/gasparyan) — кандидат философских наук, PhD, доцент Школы философии НИУ ВШЭ, старший научный сотрудник научно-учебной лаборатории трансцендентальной философии ЦФИ НИУ ВШЭ

Поддержать ПостНауку — https://postnauka.ru/donate/

Больше лекций, интервью и статей о фундаментальной науке и ученых, которые ее создают, смотрите на сайте http://postnauka.ru/. ПостНаука — все, что вы хотели знать о науке, но не знали, у кого спросить.

Следите за нами в социальных сетях:
VK: https://vk.com/postnauka
FB: https://www.facebook.com/postnauka/
Twitter: https://twitter.com/postnauka
Одноклассники: https://ok.ru/postnauka
Telegram: https://t.me/postnauka",13226,606,31
pMPMAm2gVZY,Самоповреждающее поведение — Илья Плужников / ПостНаука,"ПостНаука,postnauka,лекция,наука,илья плужников,илья плужников лекции,лекции психология,психология,Самоповрееждающее поведение,самобичевание,мотивы депрессии,мотивы самобичевания,почему мы разрушаем нашу жизнь,саморащрушение,что такое саморазрушение,синдром мюнхгаузена,что такое синдром мюнхгаузена,плужников,лекции психоанализ,психоанализ,психические расстройства","Психолог Илья Плужников об аутоагрессивном поведении, мотивах психологического самоповреждения и психических расстройствах

Когда обсуждают проблему самоповреждающего и аутоагрессивного поведения, важно разграничивать эти понятия, но в современной научной психологической литературе эти два понятия иногда используются как синонимы. Я не считаю это правильным. Самоповреждение часто никак не связано с наличием агрессии по отношению к самому себе, и, наоборот, существует ряд форм аутоагрессии, которые не сопровождаются самоповреждающим поведением.

Паническое расстройство: https://postnauka.ru/longreads/154811
Депрессия — это не просто плохое настроение: https://postnauka.ru/talks/154832

Поддержать ПостНауку — https://postnauka.ru/donate/

Илья Плужников (https://postnauka.ru/author/ipluzhnikov) — Кандидат психологических наук, старший научный сотрудник научного центра психического здоровья Российской Академии медицинских наук

Больше лекций, интервью и статей о фундаментальной науке и ученых, которые ее создают, смотрите на сайте http://postnauka.ru/. ПостНаука — все, что вы хотели знать о науке, но не знали, у кого спросить.

Следите за нами в социальных сетях:
VK: https://vk.com/postnauka
FB: https://www.facebook.com/postnauka/
Twitter: https://twitter.com/postnauka
Одноклассники: https://ok.ru/postnauka
Telegram: https://t.me/postnauka",26393,1341,55
YXBMSwqw6cA,Распад элементарных частиц — Дмитрий Казаков / ПостНаука,"ПостНаука,postnauka,лекция,наука,дмитрий казаков,дмитрий казаков лекции,физика элементарных частиц,физика элементарных частиц лекции,распад частиц,распад элементарных частиц,как проходид распад элементарных частиц,какие есть стабильные частицы,бозон хиггса,темная материя,что такое темная материя,как открыли бозон хиггса,лекции о элементарных цастицах,физика,физика лекции,мюон,распад мюона","Физик Дмитрий Казаков о процессе распада частиц, бозоне Хиггса и темной материи 

Читать расшифровку по ссылке: https://postnauka.ru/video/154882

Дмитрий Казаков (https://postnauka.ru/author/kazakov) — доктор физико-математических наук, главный научный сотрудник лаборатории теоретической физики ОИЯИ

Сейчас знаем в мире существует много типов элементарных частиц. Если говорить о самых фундаментальных частицах: кварках и лептонах, то их существует 6 и 6, то есть 12. Мы с вами сделаны из протонов и нейтронов, в которые входят только u и d-кварки, и электрон, который образует оболочки атомов. Кажется, что все остальные частицы не нужны, но они есть в природе. Их открывают на ускорителях. Мы видим их в космических лучах. Тяжелые кварки прилетают к нам в виде тяжелых барионов или мезонов. Эти частицы не существуют вечно. Период существования электрона неизвестен, поэтому он может жить вечно. Его родственник мюон, второй лептон, тяжелее, поэтому существует доли секунды. Связанное состояние из кварков существует столь короткое время, что это невозможно выразить во временной шкале. Основная часть элементарных частиц, которые мы знаем в природе, практически не живет. После того как период существования частиц заканчивается они распадаются, тяжелая частица превращается в легкие. Мюон распадается на электрон и два нейтрино.

Элементарные частицы: https://postnauka.ru/wtf/154801
Тест. Современная математическая физика: https://postnauka.ru/tests/74312

Поддержать ПостНауку — https://postnauka.ru/donate/

Больше лекций, интервью и статей о фундаментальной науке и ученых, которые ее создают, смотрите на сайте http://postnauka.ru/. ПостНаука — все, что вы хотели знать о науке, но не знали, у кого спросить.

Следите за нами в социальных сетях:
VK: https://vk.com/postnauka
FB: https://www.facebook.com/postnauka/
Twitter: https://twitter.com/postnauka
Одноклассники: https://ok.ru/postnauka
Telegram: https://tx.me/postnauka",53948,3013,41
x1HIERCxTVM,Профессионализм и решение задач – Владимир Спиридонов / ПостНаука,"ПостНаука,postnauka,лекция,наука,владимир спиридонов,владимир спиридонов лекции,психология лекции,Профессионализм и решение задач,когнитивная психология лекции,герберт саймон,механизмы решения задач,мышление,как работает мышление профессионала,как работает мышление специалиста,почему эксперты быстро решают задачи,исследования механизмов решения задач,Мишлин Ши,исследования гроссмейстеров,репрезентация,что таоке репрезентация","Психолог Владимир Спиридонов о стратегиях решения задач у специалистов, Герберте Саймоне и репрезентации мышления у новичков

Читать расшифровку на сайте: https://postnauka.ru/video/154842

Владимир Спиридонов (https://postnauka.ru/author/spiridonov) – доктор психологических наук, заведующий Лабораторией когнитивных исследований Факультета психологии ИОН РАНХиГС

Решение проблемных ситуаций специалистами – важный для психологов мышления раздел исследований. В английском таких людей называют эксперты – люди, которые в своих областях достигли существенных результатов. За много лет исследований, психологи поняли, что сравнивая экспертов с новичками, обнаруживается огромное количество психологических различий. Стандартная процедура изучения экспертов – сравнение их с новичками, которые вступили в схожую область, но еще не достигли особенных результатов и мастерства.

Чем мы отличаемся от собственного мозга: https://postnauka.ru/talks/99574
Как развить творческое мышление: https://postnauka.ru/faq/59652

Поддержать ПостНауку — https://postnauka.ru/donate/

Больше лекций, интервью и статей о фундаментальной науке и ученых, которые ее создают, смотрите на сайте http://postnauka.ru/. ПостНаука — все, что вы хотели знать о науке, но не знали, у кого спросить.

Следите за нами в социальных сетях:
VK: https://vk.com/postnauka
FB: https://www.facebook.com/postnauka/
Twitter: https://twitter.com/postnauka
Одноклассники: https://ok.ru/postnauka
Telegram: https://tx.me/postnauka",148988,8424,225
dvTTjt81MTI,Феноменологический подход к мифологии — Вячеслав Дубовицкий,"ПостНаука,postnauka,лекция,наука,Вячеслав Дубовицкий,вячеслав дубовицкий лекции,лекции философия,философия,Алексей Лосев,диалектика мифа,Феноменологический подход к мифологии,гуссерль,феноменология гуссерля,философия мифа,миф,что такое миф,советская философия","Рубрика ""Архивы ПостНауки"". Философ Вячеслав Дубовицкий о феноменологии, диалектике мифа и сознании 

Читать расшифровку на сайте: https://postnauka.ru/video/155142 Заведите личный кабинет на ПостНауке, чтобы сохранять избранные курсы, видеть историю пройденных вами материалов и получать персональные рекомендации — https://postnauka.ru/link/profile

Алексей Федорович Лосев — философский исследователь, которого называли последним русским философом XX века. Лосев писал работы, посвященные философии, логике, эстетике, теории музыки и языкознанию. С 1927-го по 1930-й год, Лосев издал восемь философских книг: «Античный космос и современная наука», «Музыка как предмет логики», «Философия имени», «Диалектика художественной формы», «Диалектика числа у Плотина», «Критика платонизма у Аристотеля», «Очерки античного символизма и мифологии» и «Диалектика мифа».

«Феноменология внутреннего сознания времени» Эдмунда Гуссерля: https://postnauka.ru/books/99471
Социология повседневности: https://postnauka.ru/courses/17477

Вячеслав Дубовицкий (https://postnauka.ru/author/dubovitsky) — кандидата философских наук

Поддержать ПостНауку — https://postnauka.ru/donate/

Больше лекций, интервью и статей о фундаментальной науке и ученых, которые ее создают, смотрите на сайте http://postnauka.ru/. ПостНаука — все, что вы хотели знать о науке, но не знали, у кого спросить.

Следите за нами в социальных сетях:
VK: https://vk.com/postnauka
FB: https://www.facebook.com/postnauka/
Twitter: https://twitter.com/postnauka
Одноклассники: https://ok.ru/postnauka
Telegram: https://t.me/postnauka",11568,552,80
8e2eTZLkn30,"С днем рождения, ПостНаука","ПостНаука,postnauka,лекция,наука","Сегодня у ПостНауки день рождения. Уже 8 лет мы задаем вопросы о том, как устроен мир, а лучшие ученые отвечают на них в наших лекциях и текстах. Пришло время проверить, отложились ли знания в головах. Мы попросили своих коллег ответить на несколько вопросов по мотивам последних материалов, и вот что из этого получилось.

Если вы хотите поздравить ПостНауку, то 
— поддержите нас любой комфортной суммой здесь — https://postnauka.ru/link/postnauka_8
— или подпишитесь на наш канал с прямыми эфирами https://www.youtube.com/channel/UCvQxuqK1p89zQyBXcaW8Ktw
— или заведите личный кабинет на ПостНауке, чтобы сохранять избранные курсы, видеть историю пройденных вами материалов и получать персональные рекомендации — https://postnauka.ru/link/profile

Вопросы и ответы мы нашли здесь: https://postnauka.ru/

Больше лекций, интервью и статей о фундаментальной науке и ученых, которые ее создают, смотрите на сайте http://postnauka.ru/. ПостНаука — все, что вы хотели знать о науке, но не знали, у кого спросить.

Следите за нами в социальных сетях:
VK: https://vk.com/postnauka
FB: https://www.facebook.com/postnauka/
Twitter: https://twitter.com/postnauka
Одноклассники: https://ok.ru/postnauka
Telegram: https://t.me/postnauka",6413,582,15
kCDjtO7ruR4,Ишемическая болезнь сердца — Ярослав Ашихмин / ПостНаука,"ПостНаука,postnauka,лекция,наука,ярослав ашихмин,ярослав ашихмин лекции,лекции медицина,лекции по медицине,Ишемическая болезнь сердца,шунтирование,сердце,как устроено сердце,кровь,кровеносная система,инфаркт,что такое инфаркт,что такое инфаркт миокарда,инфаркт миокарда,как проводят операцию шунтирование,пересадка сердца,что такое бета-блокаторы","Кардиолог Ярослав Ашихмин о инфаркте миокарда, бета-блокаторах и пересадке сердца

Читать расшифровку на сайте: https://postnauka.ru/video/154982

Ярослав Ашихмин (https://postnauka.ru/author/ashihmin) — кандидат медицинских наук, кардиолог, Советник Генерального директора Фонда Международного Медицинского Кластера

Заведите личный кабинет на ПостНауке, чтобы сохранять избранные курсы, видеть историю пройденных вами материалов и получать персональные рекомендации — https://postnauka.ru/link/profile

Ишемия миокарда — несоответствие между уровнем поставки кислорода и потреблением сердечной мышцы. Есть острые формы ишемической болезни сердца, когда резко прекращается подача крови в бассейне той или иной коронарной артерии: инфаркт миокарда, острый коронарный синдром, нестабильная стенокардия. В первую очередь такие болезни связаны с разрывом атеросклеротической бляшки, после чего сосуд закупоривается, затем все ниже по течению начинает испытывать острую ишемию, недостаток кислорода. Частично я говорил об этом в лекции об инфаркте миокарда. Сегодня больше информации будет о хронической ишемической болезни сердца, которая часто вызвана атеросклеротическими бляшками, которые постепенно растут в просвете коронарных артерий.

Тест о кровеносной системе: https://postnauka.ru/tests/72734
Инфаркт: https://postnauka.ru/faq/66554

Поддержать ПостНауку — https://postnauka.ru/donate/

Больше лекций, интервью и статей о фундаментальной науке и ученых, которые ее создают, смотрите на сайте http://postnauka.ru/. ПостНаука — все, что вы хотели знать о науке, но не знали, у кого спросить.

Следите за нами в социальных сетях:
VK: https://vk.com/postnauka
FB: https://www.facebook.com/postnauka/
Twitter: https://twitter.com/postnauka
Одноклассники: https://ok.ru/postnauka
Telegram: https://t.me/postnauka",10765,507,10
4MvhP2zKozI,Основные теоремы в теории игр — Алексей Савватеев / ПостНаука,"ПостНаука,postnauka,лекция,наука,теория игр,что такое теория игр,алексей савватеев,алексей савватеев лекции,математика,математика лекции,равновесие Нэша,как всегда выигрывать,основыне теоремы в теории игр,что изучает теория игр,теория игр лекции,джон Нэш,стратегические игры,основы теории игр,равновесный прогноз,понятие равновесия в теории игр","Математик Алексей Савватеев о теории игр, управлении выборами и равновесии Нэша

Читать расшифровку по ссылке: https://postnauka.ru/video/154843

Блог Алексея Савватеева: http://youtube.com/маткульт-привет

Алексей Савватеев (https://postnauka.ru/author/savvateev) – доктор физико-математических наук, Университет Дмитрия Пожарского

Теория игр. Прежде чем разбираться с целями и задачами этой области, я расскажу историю, которая близка каждому из нас. Утром вы думаете, как ехать на работу. Владельцы автомобилей решают вопрос с пробками и парковкой. Если автомобиль оставить около подъезда, то предсказать время на дорогу можно с точностью до нескольких минут. Точность работы нашего городского транспорта очень высока. Мы сядем за руль только в том случае, если есть надежда оказаться в нужном месте быстрее. С востока Москвы на юг, путем через метро я  еду час. Если ехать на метро и МЦК путь займет час и пятнадцать минут. Если я сажусь за руль, я ожидаю, что доеду за 45 минут. Сам я не вожу автомобиль, поэтому речь идет не обо мне, а о типовом москвиче, у которого есть машина. Он думает, сесть за руль или нет. В итоге сел, проехал 40-45 минут и оказался быстрее.

Стратегические ходы: https://postnauka.ru/longreads/36269
Что такое теория игр: https://postnauka.ru/faq/55534

Поддержать ПостНауку — https://postnauka.ru/donate/

Больше лекций, интервью и статей о фундаментальной науке и ученых, которые ее создают, смотрите на сайте http://postnauka.ru/. ПостНаука — все, что вы хотели знать о науке, но не знали, у кого спросить.

Следите за нами в социальных сетях:
VK: https://vk.com/postnauka
FB: https://www.facebook.com/postnauka/
Twitter: https://twitter.com/postnauka
Одноклассники: https://ok.ru/postnauka
Telegram: https://t.me/postnauka",203071,8124,348
